10692,2
102.14,-111.29
88.45,-105.59
97.85,-106.50
89.09,-108.13
84.85,-108.42
99.67,-109.14
92.77,-110.85
88.57,-111.82
97.58,-112.84
96.30,-115.41
101.36,-115.85
97.59,-117.12
102.70,-118.20
102.42,-121.31
103.46,-128.64
94.03,-108.71
101.50,-105.42
85.89,-110.45
100.51,-127.01
103.94,-123.12
76.99,-94.24
86.47,-94.74
91.00,-93.94
100.58,-95.75
104.11,-95.04
88.55,-97.06
93.84,-96.79
84.23,-97.59
98.30,-98.30
100.30,-99.27
92.82,-101.00
98.23,-101.27
86.38,-103.79
99.25,-103.52
103.82,-103.88
95.35,-104.30
95.24,-98.68
91.73,-104.67
83.13,-104.73
110.87,-106.12
106.12,-112.09
107.30,-117.36
108.31,-107.92
111.77,-108.96
104.63,-109.82
111.09,-111.84
113.26,-113.96
109.68,-114.75
112.85,-117.83
105.92,-120.97
113.41,-122.26
110.54,-124.20
108.02,-127.20
111.18,-127.24
113.70,-129.44
112.99,-133.28
113.09,-140.02
114.40,-107.84
110.59,-94.83
112.83,-97.11
108.49,-98.48
105.31,-99.82
110.55,-100.58
112.73,-102.95
90.24,-41.00
72.43,-60.96
80.54,-39.76
79.58,-46.04
86.70,-77.01
92.14,-77.00
81.72,-42.79
76.27,-54.07
82.44,-56.05
45.42,-39.92
78.08,-43.08
75.18,-45.24
85.64,-48.90
93.58,-51.18
49.34,-54.72
70.58,-54.81
80.64,-55.09
90.07,-60.67
92.96,-69.16
68.68,-71.95
50.06,-39.38
58.84,-40.04
63.49,-40.22
78.61,-39.09
85.30,-40.13
87.59,-39.49
72.35,-40.78
68.49,-41.90
96.36,-41.98
92.25,-42.02
47.27,-43.37
87.35,-43.51
61.37,-44.12
91.75,-45.13
69.73,-45.08
64.57,-45.01
81.85,-45.51
61.15,-46.40
88.71,-47.03
63.44,-47.04
45.05,-47.45
84.30,-47.41
95.77,-48.46
75.74,-48.96
69.54,-49.37
50.83,-50.50
62.85,-49.71
72.21,-50.52
68.04,-51.07
78.87,-51.97
87.98,-51.63
95.61,-51.68
89.21,-53.31
96.00,-53.79
62.65,-53.38
67.72,-55.64
56.03,-56.06
63.92,-56.52
87.69,-56.87
93.46,-57.22
72.09,-57.75
54.15,-58.65
79.02,-58.41
92.93,-59.39
96.33,-58.71
76.44,-59.78
55.76,-61.04
84.03,-61.03
69.26,-61.90
77.99,-61.99
92.56,-62.44
76.15,-63.75
81.16,-62.61
88.67,-63.51
85.69,-64.74
79.85,-65.28
72.01,-65.03
76.55,-66.36
92.12,-66.86
73.36,-67.59
68.90,-68.17
84.27,-68.07
97.10,-68.69
79.54,-69.28
71.58,-71.52
84.45,-71.26
97.12,-71.43
82.23,-71.67
78.61,-73.48
86.90,-74.11
76.01,-76.29
95.32,-75.72
82.57,-77.73
96.45,-78.63
75.41,-79.60
79.37,-79.35
70.87,-80.52
88.66,-80.79
68.60,-81.26
84.37,-81.25
91.71,-82.79
94.17,-84.82
71.18,-84.04
82.14,-84.86
91.21,-86.51
77.40,-87.04
96.21,-87.32
88.93,-88.90
93.51,-88.66
96.38,-91.81
93.36,-48.92
90.20,-73.57
81.70,-89.92
89.25,-67.83
66.76,-77.70
97.25,-84.27
83.96,-91.42
78.16,-91.44
96.59,-62.10
66.49,-38.97
101.46,-91.76
101.96,-40.61
102.16,-43.03
98.99,-44.34
102.46,-50.99
101.47,-57.26
100.52,-61.43
102.81,-61.01
100.80,-64.56
101.29,-67.74
99.92,-70.85
104.11,-70.90
99.13,-74.51
99.24,-80.59
99.85,-86.08
102.41,-88.29
98.76,-89.26
100.42,-50.71
103.62,-64.29
99.79,-47.53
24.26,22.98
29.58,19.45
18.08,15.87
24.07,15.93
29.72,10.12
16.52,4.39
11.66,0.75
14.57,-2.41
20.73,-1.69
30.38,15.93
28.36,7.87
32.04,8.12
31.23,23.45
17.50,18.36
25.65,17.75
26.00,12.42
29.37,12.86
32.17,12.40
20.06,10.19
14.30,3.16
4.67,2.17
29.89,-1.30
22.30,6.32
32.12,4.78
18.83,0.96
0.00,0.00
33.59,16.30
13.68,0.58
26.57,-22.78
19.21,6.97
26.16,4.61
24.81,-0.86
16.75,-6.87
32.54,-8.24
27.29,-8.69
16.18,-15.19
28.47,-18.04
32.35,-21.89
31.89,-24.05
31.96,-28.06
23.42,-28.28
23.67,-31.12
31.18,-31.12
26.81,-34.38
33.04,-34.53
20.05,-9.52
22.71,-15.76
9.77,-8.61
23.02,-12.67
14.08,-12.79
11.91,-14.13
20.02,-16.60
24.18,-25.35
11.74,-17.84
32.99,-17.53
31.83,-13.64
18.17,-12.14
13.21,-10.52
22.77,-7.43
28.98,-7.59
10.95,-5.92
24.08,-4.97
27.43,-4.85
29.74,-3.98
32.97,-3.12
10.17,-1.78
19.96,22.16
30.37,32.72
36.47,22.18
37.03,13.35
42.47,7.37
35.69,3.64
41.35,24.31
34.84,20.88
39.46,16.52
44.12,14.22
44.20,11.48
38.78,7.84
38.55,4.83
42.87,4.75
41.69,1.35
39.25,22.65
41.61,20.56
40.68,11.79
36.02,11.02
35.06,-0.32
43.72,-2.19
38.58,-2.55
37.89,-4.90
41.16,-11.17
35.45,-12.39
42.27,-16.10
37.15,-16.41
39.67,-16.79
39.15,-20.86
37.38,-22.33
44.18,-22.37
41.40,-25.21
36.00,-25.59
35.91,-27.63
42.76,-28.36
39.92,-28.35
35.70,-31.80
42.96,-31.36
40.10,-31.84
38.70,-38.29
41.16,-37.73
43.98,-25.83
41.09,-35.20
44.07,-34.60
43.76,-18.37
37.49,-9.53
44.50,-9.24
40.31,-8.28
40.98,-5.80
39.10,1.23
41.50,13.96
47.32,21.37
97.55,2.90
55.19,10.42
60.83,9.10
82.77,7.30
70.03,22.73
92.93,24.09
84.31,21.73
90.90,21.13
56.02,16.52
62.13,17.30
78.19,17.49
87.58,13.35
79.44,8.45
57.77,7.85
87.96,7.78
68.09,1.77
94.95,1.31
68.86,24.64
60.59,23.30
56.28,22.49
58.43,21.64
78.20,21.63
61.03,20.74
73.72,20.48
57.51,19.37
53.31,18.73
67.77,19.05
90.42,17.76
74.05,16.91
87.50,17.09
44.85,16.61
94.09,16.03
68.49,13.98
64.08,13.97
72.58,12.95
48.30,11.73
63.61,11.42
90.57,11.46
52.16,10.79
78.58,10.74
74.68,10.21
82.58,9.98
95.68,9.64
68.40,8.46
65.15,8.47
71.65,6.92
75.01,7.41
62.31,5.82
92.45,5.33
95.06,5.47
66.79,4.66
85.35,3.66
71.35,3.57
88.87,3.19
45.49,1.55
52.79,1.60
60.15,0.84
53.16,24.11
88.83,23.07
52.05,21.82
64.28,20.87
94.61,21.50
80.66,18.81
46.21,18.17
52.16,16.37
59.41,17.25
83.51,15.96
59.08,15.25
65.83,15.32
61.50,14.69
93.21,11.70
58.86,11.16
49.27,7.72
47.18,5.70
78.98,5.15
57.72,4.12
75.21,4.15
63.99,2.16
80.24,1.63
56.80,-0.27
76.21,-36.54
45.27,22.86
49.75,16.65
55.93,6.73
46.24,24.77
50.79,18.79
69.61,15.80
91.82,14.76
81.38,12.54
51.84,7.87
93.96,-11.39
81.06,-14.51
51.95,-24.65
54.27,-25.04
97.10,-25.00
76.30,-30.17
72.49,24.05
53.36,4.07
79.68,-1.70
57.59,-4.13
48.62,-6.90
69.48,-7.13
60.00,-8.89
63.95,-8.78
68.36,-10.26
95.04,-9.37
90.40,-10.58
86.08,-10.93
55.76,-10.91
79.45,-11.62
60.11,-12.36
90.65,-12.75
57.21,-12.91
46.75,-13.59
66.81,-14.62
84.23,-14.34
91.71,-15.77
87.23,-16.19
58.92,-16.64
83.30,-17.19
95.56,-17.92
79.02,-18.35
64.46,-18.69
76.31,-18.60
47.44,-19.90
59.71,-20.18
72.85,-19.76
84.13,-20.48
65.36,-21.77
75.65,-21.95
50.16,-22.16
54.20,-22.22
68.97,-21.31
94.45,-21.49
80.00,-21.43
88.23,-22.88
62.31,-22.89
71.86,-23.49
83.43,-24.29
48.34,-24.98
77.25,-24.80
67.34,-25.11
61.11,-26.83
91.17,-25.93
84.86,-27.22
72.36,-27.87
48.57,-28.01
69.26,-28.34
51.59,-27.99
57.31,-27.96
65.91,-28.68
89.47,-29.04
92.71,-29.61
47.44,-30.07
55.66,-30.56
84.39,-30.53
72.14,-30.74
51.74,-31.20
67.32,-31.60
45.66,-31.95
74.18,-32.75
79.32,-31.65
64.43,-32.29
60.47,-32.92
92.27,-33.04
70.24,-33.48
50.71,-33.98
63.83,-34.37
82.88,-34.19
87.02,-33.80
60.45,-35.52
78.10,-34.93
80.55,-35.16
55.89,-35.83
92.67,-36.31
45.34,-37.79
70.56,-37.70
65.49,-10.92
82.35,-10.94
76.34,-12.52
51.04,-18.64
56.59,-33.59
50.14,-11.13
71.56,-17.00
56.73,-24.44
63.69,-25.89
89.12,-31.11
47.28,-34.74
73.99,-9.73
93.73,-14.07
64.21,-15.47
90.67,-19.59
82.19,-21.01
91.43,-22.26
80.79,-28.01
66.76,-35.35
96.87,-35.73
96.92,-37.76
86.45,-31.83
86.51,-19.90
55.78,-18.86
67.24,-18.53
52.39,-15.62
47.36,-11.18
52.21,-8.09
66.83,-7.93
56.82,-6.79
77.57,-7.83
80.23,-7.55
60.93,-6.15
85.55,-6.89
88.30,-6.33
90.65,-5.92
51.85,-5.80
74.60,-5.66
93.26,-4.93
46.32,-4.50
78.64,-4.57
84.27,-4.06
55.67,-3.17
51.16,-1.98
60.45,-2.73
66.74,-1.78
87.20,-2.77
84.42,-0.97
71.39,-0.69
56.07,12.57
66.80,11.90
81.06,25.18
101.73,7.13
99.80,19.69
97.95,7.23
98.46,-0.55
98.37,24.07
97.64,16.55
97.98,13.15
100.37,10.62
